property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat, Godrej Horizon Delhi,5.3,3,3,3,Moderately Old,2506,1,0,2,Low,High Floor
house, Arihant Aloki Phase 1,0.27,2,2,1,Moderately Old,225,0,0,0,Low,Low Floor
flat, Arkade Earth Hazel,0.41,2,2,1,New Property,557,1,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,2.5,3,3,2,Relatively New,2130,1,0,2,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.55,3,3,2,Relatively New,1428,0,0,1,High,Mid Floor
flat, Aquarius Taurus Apartments,0.88,1,1,2,New Property,804,0,0,0,Low,Mid Floor
flat, Arihant Residency,1.33,2,2,3,Relatively New,1411,0,0,0,High,Mid Floor
flat, Arihant Residency,1.34,2,2,3,Relatively New,1423,0,0,0,High,Low Floor
house, Atlanta CHS,8.25,5,6,3+,Moderately Old,2700,1,1,1,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,1.35,3,3,3+,Old Property,1450,0,0,1,High,Mid Floor
flat, Ahuja Tower,2.95,4,5,3+,Relatively New,2110,1,0,2,High,Mid Floor
flat, Andheri Green Field Towers CHSL,2.4,3,4,3+,Moderately Old,1916,1,0,0,Medium,Mid Floor
flat, Ashish,1.08,3,3,2,Relatively New,1570,0,0,0,Low,High Floor
flat, Adinath Saanvi Heights,3,4,6,3+,Relatively New,4425,1,0,1,Medium,High Floor
flat, Lodha Bellagio Delhi,2,3,4,3,Relatively New,2300,1,0,0,Low,Mid Floor
flat, Amardeep Anutham,1.15,3,4,3+,Relatively New,1186,1,0,1,High,High Floor
house, Raymond Tenx Habitat Delhi,5.7,4,5,3+,Relatively New,5400,1,1,0,High,Mid Floor
flat, Airoli Tower,1.6,3,3,3,Moderately Old,2047,1,0,0,Medium,Mid Floor
flat, Arihant Residency,1.45,3,3,3,Relatively New,2161,0,0,0,Low,Mid Floor
house, Amidhara,6.95,3,3,1,Moderately Old,2160,1,0,0,High,Low Floor
flat, Ashar Sapphire,1.55,2,2,3,New Property,1276,0,0,0,High,Low Floor
house, Acropolis,6,5,6,3+,Old Property,2430,0,0,1,Low,Mid Floor
house, Prestige Jasdan Classic,12.5,4,5,2,Moderately Old,3240,1,0,1,Medium,Low Floor
flat, Anmol Apartment,0.3,2,1,2,New Property,511,0,0,0,Medium,Mid Floor
flat, Ashford Royale Tower D,1.3,2,2,2,New Property,1296,0,0,0,Medium,Low Floor
flat, The M D Co Op Housing Federation,0.82,3,2,3,New Property,1201,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.9,4,5,3+,Relatively New,1692,1,0,0,Medium,High Floor
house, Amidhara,10.45,4,5,2,Moderately Old,4000,1,0,1,Medium,Mid Floor
flat, Ashar Sapphire,6,5,6,3+,Moderately Old,7294,0,0,0,Medium,High Floor
flat, Ashwamedh Atlantis,1.9,4,4,3+,Relatively New,2468,1,0,0,Medium,Mid Floor
flat, Adani Estates Western Heights Phase 1 Residential,1.25,4,3,3,Old Property,2007,1,0,0,Low,Low Floor
house, Adani Estates Western Heights Phase 1 Residential,1.25,3,6,3+,Old Property,1431,0,0,0,Low,Mid Floor
flat, The M D Co Op Housing Federation,2.3,2,2,2,New Property,1479,0,0,0,Medium,High Floor
flat, Agami Emerald,1.39,3,2,3+,Under Construction,1333,0,0,0,Medium,High Floor
flat, Atlanta CHS,6,4,4,3+,Old Property,2556,1,0,1,High,High Floor
flat, Anora Residency,1.44,3,3,3+,Relatively New,1789,1,0,0,Low,Low Floor
flat, Lodha Bellagio Delhi,1.75,3,4,3,Relatively New,2179,1,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,0.48,2,2,1,Relatively New,547,0,0,1,Low,High Floor
house, Ashiana Prem Aangan,13,6,8,3+,Relatively New,2844,1,1,2,Low,Low Floor
flat, Arihant Residency,1.28,3,3,3,Relatively New,1362,0,0,0,High,Mid Floor
flat, Anora Residency,0.95,2,2,3+,Relatively New,1179,0,1,1,Medium,High Floor
house, Adinath Saanvi Heights,7.5,5,5,3+,Relatively New,3240,1,0,1,Medium,Low Floor
house, Ajmera Yogi Hills,1.6,1,1,2,Old Property,892,0,0,0,Low,Low Floor
flat, Adityaraj Saphalya,2.7,4,4,3+,Moderately Old,2127,1,0,1,Medium,Mid Floor
flat," Sheth Beau Pride, Bandra",1,4,4,3,New Property,1828,0,0,0,Low,High Floor
flat, Ashish,1.42,4,4,3,Relatively New,2000,1,0,0,Medium,Mid Floor
flat, Ajmera Yogi Hills,2,3,3,3+,Old Property,2400,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,2.5,3,4,3+,New Property,1945,1,0,1,Medium,High Floor
flat, Avanya,0.28,2,2,2,Relatively New,543,0,0,0,Low,High Floor
flat, Arihant Anmol Phase II,1.76,4,4,2,Relatively New,1819,0,0,0,Medium,Mid Floor
flat, Ashish,1.8,3,3,3+,Relatively New,1719,0,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,2.65,3,3,3,Relatively New,1650,1,0,0,Low,Mid Floor
flat, A Surti Universal Cubical,0.69,2,2,2,Moderately Old,1422,0,0,0,Medium,High Floor
flat, Ambrosia,2.5,4,4,3+,New Property,2851,1,0,0,Low,High Floor
flat, Ashar Sapphire,2,3,3,2,Under Construction,1507,0,0,0,Low,High Floor
flat, Arsiwala Essar Apex,1.1,3,3,3,Relatively New,1700,0,0,0,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.42,3,3,2,New Property,1581,0,0,0,Low,Mid Floor
flat, Arihant Residency,1.41,2,2,3,New Property,1747,0,0,0,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.16,3,2,3,New Property,998,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,1.9,3,3,3+,New Property,1700,0,0,0,High,High Floor
house, Agarwal Solitaire,10,6,6,3+,Moderately Old,3240,1,1,1,Medium,Mid Floor
flat, ACME Ozone Phase 2,1.2,2,2,3,Moderately Old,1288,0,0,0,Low,Mid Floor
house, Agami Emerald,9.55,6,7,3+,Relatively New,4950,1,1,1,Medium,Low Floor
flat, Arkade Earth Hazel,0.43,2,2,1,New Property,557,0,0,0,Medium,Mid Floor
flat, Arsiwala Essar Apex,1.75,4,4,3,Relatively New,2100,0,0,1,Medium,Mid Floor
house, Ajmera Treon,3.3,3,3,2,Old Property,2250,0,0,0,Low,Low Floor
flat, Raymond Tenx Habitat Delhi,1.7,3,3,3,Relatively New,1550,0,0,0,Medium,High Floor
flat, Raymond Tenx Habitat Delhi,1.63,3,3,2,Relatively New,2303,1,0,0,High,Mid Floor
flat, Adhiraj Zinnia,3.65,3,5,2,Relatively New,2800,1,0,0,Medium,Mid Floor
house, Arihant Aloki Phase 1,2.25,5,3,0,Old Property,148,0,0,0,Low,Low Floor
flat, Ashish,1.1,3,3,2,Relatively New,1588,0,1,1,High,Mid Floor
flat, Agarwal Agarwal Exotica,1.8,3,3,3+,Relatively New,2578,0,0,2,Low,Low Floor
flat, Ashar Edge,1.6,2,2,2,Under Construction,1278,0,0,0,Low,Mid Floor
house, Mahindra Happinest Kalyan,1.7,3,3,0,Old Property,200,0,0,0,Low,Low Floor
flat, Mahindra Happinest Kalyan,1.15,3,4,2,Old Property,2000,1,0,0,Low,Low Floor
house, Ajmera Midtown,5.1,3,2,0,Old Property,3078,0,0,0,Low,Low Floor
flat, Lodha Bellagio Delhi,1.22,2,2,3,Relatively New,1300,0,1,0,Medium,High Floor
house, Aditya Purnima Pride,0.75,2,2,0,Relatively New,130,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,1,2,2,2,Relatively New,2060,0,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,0.48,2,2,1,Relatively New,613,0,0,1,Medium,Mid Floor
flat, Acropolis,0.8,3,2,3,Moderately Old,1440,0,0,0,Low,Mid Floor
house, ANA Avant Garde Phase 1,5,7,7,3,Moderately Old,2340,0,0,1,Low,Low Floor
house, Arihant Aloki Phase 1,3,7,7,0,Old Property,2610,0,0,0,Low,Mid Floor
flat, Ashwamedh Atlantis,1.75,4,4,3+,Relatively New,2005,0,0,0,Low,Mid Floor
flat, Avanya,0.8,2,2,3+,Relatively New,1236,0,0,1,High,Mid Floor
house, Atlanta CHS,3.35,1,1,0,Old Property,1242,0,0,0,Low,Low Floor
house, Acropolis,0.35,2,2,0,New Property,600,0,0,0,Low,Low Floor
house, Aadinath Developers Prem Narayan Residency,1.45,3,3,1,Old Property,540,0,0,0,Low,Low Floor
flat, Arihant Anmol Phase II,1.8,3,3,3,Under Construction,1893,0,0,0,Low,High Floor
flat, Aadi Allure Wings A To E,4,4,5,3+,Relatively New,3801,1,0,1,Medium,High Floor
house, Ajmera Treon,2.3,4,4,3,Old Property,160,0,0,1,Low,Low Floor
flat, Atlanta CHS,6,4,4,2,Under Construction,2667,1,0,1,Low,Low Floor
flat, Lodha Bellagio Delhi,1.91,4,6,3,Relatively New,3890,1,0,0,High,Mid Floor
flat, Lodha Bellagio Delhi,1.2,2,2,3,Relatively New,1484,0,0,1,High,High Floor
flat, Godrej Horizon Delhi,1.75,3,3,3,Relatively New,1081,1,0,1,Medium,Mid Floor
flat, Ashwamedh Atlantis,0.47,2,2,1,New Property,767,0,0,0,Low,Low Floor
flat, Adhiraj Zinnia,3.29,3,3,3+,Relatively New,2225.56,1,0,1,High,Low Floor
flat, Arihant Aloki Phase 1,0.45,2,2,1,Relatively New,1000,0,0,0,Low,Mid Floor
flat, Anora Residency,0.35,2,2,1,Relatively New,850,0,0,1,High,Mid Floor
flat, Aadinath Developers Prem Narayan Residency,6.5,4,5,3+,New Property,3889,1,0,2,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.07,2,2,3,Relatively New,1484,0,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.21,1,1,0,Relatively New,484,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,1.3,3,3,3+,Relatively New,1661,0,0,0,High,Mid Floor
flat, Adinath Saanvi Heights,1.37,3,3,3,Relatively New,2000,1,0,1,Medium,High Floor
house, Adinath Saanvi Heights,6.5,4,3,0,Relatively New,3240,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.42,2,2,1,Relatively New,657,0,0,1,Low,Mid Floor
flat, Ashwamedh Atlantis,1.3,3,3,3+,Relatively New,1700,0,0,0,Medium,Mid Floor
flat, Adityaraj Saphalya,1,3,3,3+,Moderately Old,1406,0,0,0,Low,Low Floor
flat, Atul Blue Excellency,1.55,2,2,2,Under Construction,1167,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,1.7,3,4,3+,Relatively New,1750,1,0,1,High,Mid Floor
flat, Lodha Bellagio Delhi,2.03,4,4,3+,Relatively New,2225,0,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.1,3,4,3,Moderately Old,1467,1,0,2,Medium,Mid Floor
flat, Anmol Apartment,0.32,2,2,2,New Property,502,0,0,0,Medium,High Floor
flat, Aakash Nidhi,1.99,2,2,2,New Property,1285,1,0,0,Low,Mid Floor
flat, Kumar Parasmani Ghatkopar,1.45,3,2,2,Old Property,1300,0,0,2,Medium,Low Floor
flat, Piramal Mahalaxmi,1.4,3,3,3,Relatively New,1493,1,0,1,Medium,Mid Floor
flat, Lodha Bellagio Delhi,2,4,5,3+,Relatively New,2545,1,1,0,Medium,Low Floor
flat, ACME Ozone Phase 2,1.12,3,4,3+,New Property,1734,1,0,0,Low,Mid Floor
house, Atlanta CHS,5.5,8,7,3+,Moderately Old,2850,1,0,1,Medium,Mid Floor
house, Ashiana Prem Aangan,7.5,9,9,3+,Relatively New,2300.5,1,0,1,High,Mid Floor
flat, Amarnath Towers,0.45,2,2,1,New Property,694,0,0,0,Low,Mid Floor
house, Arkade Earth,3.75,2,6,3+,Moderately Old,1467,0,0,1,Low,Mid Floor
flat, Ajmera Iland,6,3,4,3+,Moderately Old,2217,1,0,1,Low,Mid Floor
flat, Avanya,0.28,2,2,2,Relatively New,543,0,0,0,Low,Mid Floor
flat, Piramal Mahalaxmi,1.5,3,3,3,Relatively New,1315,0,0,1,High,Mid Floor
flat, A Surti Universal Cubical,0.99,2,2,3,Under Construction,1467,0,0,0,Low,High Floor
house, Prestige Jasdan Classic,15,5,6,3+,Moderately Old,4518,1,1,1,Medium,Mid Floor
flat, Ashar Edge,2.25,3,3,2,Under Construction,1721,0,0,0,Low,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.3,2,2,1,New Property,950,0,0,0,Low,High Floor
flat, Agarwal Doshi Complex,0.82,2,2,2,Moderately Old,1086,0,0,0,Low,Mid Floor
flat, Arkade Earth,0.87,1,1,1,Relatively New,500,0,0,0,Low,Low Floor
house, Agami Emerald,9.5,5,7,3+,Under Construction,4071,1,1,0,Medium,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.2,1,1,1,Relatively New,407,0,0,0,Medium,Mid Floor
flat, Adhiraj Zinnia,5.2,4,6,3+,Relatively New,3655.35,1,0,1,High,High Floor
flat," Lodha Allura, Worli",0.72,2,2,3,Relatively New,1404,0,0,0,High,Mid Floor
flat, Agarwal Doshi Complex,0.59,2,2,1,Moderately Old,639,0,0,0,Medium,Mid Floor
flat, Acropolis,0.56,1,2,2,Moderately Old,723,0,0,0,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,2,4,4,3,Relatively New,2253,0,0,1,Low,Mid Floor
flat, Aashray Aanand,1.65,3,4,3+,Under Construction,2104,1,0,0,Low,High Floor
flat, Ajmera Treon,0.45,2,2,1,Relatively New,944,0,0,0,Low,Low Floor
house, ANA Avant Garde Phase 1,3.35,6,5,3+,Moderately Old,6000,0,0,0,Medium,Mid Floor
house, Amara,0.37,1,1,1,Relatively New,480,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,2.6,3,3,2,Relatively New,1711,0,0,0,Medium,Mid Floor
flat, Hiranandani Garden Powai,0.95,2,1,1,Old Property,1188,0,0,0,Medium,Low Floor
flat, Arihant Anmol Phase II,0.75,2,2,2,Under Construction,991,0,0,0,Low,Mid Floor
flat, Ambrosia,1.1,2,2,3,Under Construction,1148,0,0,0,Medium,High Floor
house, Adinath Saanvi Heights,1.6,4,4,3+,Moderately Old,2425,1,0,0,Medium,High Floor
house, Aashvi Heights,8.5,4,4,2,Old Property,4518,1,0,1,Low,Low Floor
flat, Agami Emerald,1.75,3,3,0,Under Construction,1996,0,0,0,Medium,Low Floor
flat, Piramal Mahalaxmi,1.25,2,2,2,Relatively New,1100,0,0,0,Medium,Low Floor
flat, Arihant Residency,1.35,3,3,2,Relatively New,1362,0,0,0,Medium,Mid Floor
flat, Avanya,1.21,3,3,3,Moderately Old,1713,0,0,1,Medium,Mid Floor
flat, Anmol Apartment,1.08,3,5,3,Relatively New,1750,1,0,0,Low,Low Floor
flat," Lodha Allura, Worli",0.72,2,2,3+,Relatively New,1131,0,0,0,High,High Floor
flat, Anora Residency,0.99,3,4,3,Relatively New,1660,1,0,0,Low,Mid Floor
flat, ANA Avant Garde Phase 1,4.25,4,5,3+,Moderately Old,4120,0,0,1,Medium,High Floor
flat, Arihant Residency,1.18,2,2,3,Relatively New,1252,0,0,0,High,Mid Floor
flat, Aadi Allure Wings A To E,1.28,3,3,3,Moderately Old,1982,1,0,1,Low,Low Floor
flat, ACME Avenue,1.1,2,2,3,New Property,1127,0,0,0,Medium,High Floor
flat, Atlanta CHS,2.09,3,3,2,Old Property,1294,0,0,1,Medium,High Floor
flat," Lodha Allura, Worli",0.78,2,2,3,Under Construction,1222,0,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.32,3,3,1,Relatively New,1419,0,0,0,Medium,High Floor
flat, Ashiana Prem Aangan,3.4,4,4,3,Old Property,2744,1,0,0,Low,Low Floor
flat, Anora Residency,0.99,3,3,1,New Property,1643,1,0,0,Low,Mid Floor
flat, Arkade Earth,4.21,5,6,3+,Relatively New,3219,1,0,0,Low,High Floor
house, Prestige Jasdan Classic,18,5,4,3+,Moderately Old,4518,1,1,1,Medium,Mid Floor
flat, ACME Avenue,1.1,2,2,3,New Property,1244,0,0,0,Medium,High Floor
house, Amidhara,12.5,6,5,3,Moderately Old,3078,1,0,1,Low,Mid Floor
flat, Ashish,0.75,3,3,3,New Property,1162,0,0,1,Low,Mid Floor
flat, Adhiraj Zinnia,6.5,4,5,3,Relatively New,4800,0,0,0,Medium,High Floor
flat, Ahuja Tower,2.25,3,3,3+,Relatively New,2333,1,0,2,Medium,High Floor
flat, Piramal Mahalaxmi,2.2,3,4,3+,Moderately Old,1945,1,0,0,Medium,Mid Floor
house, Prestige Jasdan Classic,8.9,4,4,3+,Old Property,2700,1,1,0,Medium,Low Floor
house, Atlanta CHS,5.3,3,9,3+,Moderately Old,1935,1,0,1,Medium,Mid Floor
flat, Ashish,1.8,3,4,0,Relatively New,1900,0,0,0,Medium,Mid Floor
house, Arihant Aloki Phase 1,1.2,2,4,2,Old Property,1072,0,0,0,Low,Mid Floor
flat, Ankurdev Danvijay CHSL,1.55,3,3,3+,Moderately Old,1900,1,0,1,Medium,Mid Floor
flat," Lodha Allura, Worli",0.65,2,1,2,New Property,913,0,0,0,Medium,Mid Floor
flat, Ashwamedh Atlantis,1.24,3,3,3+,Relatively New,1600,0,0,0,Medium,Mid Floor
flat, ACME Avenue,1,2,2,2,New Property,1361,1,0,0,Medium,High Floor
flat, ACME Avenue,0.93,2,2,2,New Property,1200,0,0,0,Low,High Floor
flat, Amal Aspen Garden,3.55,5,6,3+,Moderately Old,5200,1,1,1,High,High Floor
flat, Ambrosia,1.3,3,3,3,New Property,1490,0,0,0,Medium,Mid Floor
flat, ACME Oasis,3.7,4,5,3,Relatively New,3077,1,0,0,High,Mid Floor
house, ANA Avant Garde Phase 1,5.75,4,4,2,Moderately Old,2592,1,0,0,Low,Low Floor
flat," Planet Godrej, Mahalaxmi",7.5,5,6,3+,Relatively New,9050,1,0,0,Low,High Floor
flat, Ambrosia,1.05,3,4,3+,Relatively New,2000,1,0,1,Medium,Mid Floor
house, Ajmera I Land,18.02,9,12,3+,Relatively New,6390,1,0,1,Medium,Mid Floor
flat, Alfa Mana A M Residency,1.45,2,2,3,Relatively New,1082,0,0,0,Medium,Mid Floor
flat, Ashish,1.75,3,3,3,Relatively New,1549,1,0,1,Medium,Mid Floor
house, Arihant Darshan,3.5,4,3,3,Moderately Old,1449,0,1,1,Medium,Low Floor
flat, ACME Ozone Phase 2,0.5,2,2,0,Relatively New,750,0,0,0,Low,Mid Floor
flat, ACME Ozone Phase 2,1.34,3,3,3+,Relatively New,1725,1,1,1,Low,High Floor
house, Raymond Tenx Habitat Delhi,6.15,5,5,3+,Relatively New,2250,1,1,1,Medium,Mid Floor
flat," Sheth Beau Pride, Bandra",1.5,3,3,3,Relatively New,1738,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.29,2,2,1,Relatively New,743,0,0,0,Low,Mid Floor
flat, Adityaraj Saphalya,4.75,4,4,3+,Relatively New,3200,1,1,1,High,Low Floor
flat, Arihant Anmol Phase II,1.7,4,4,2,Relatively New,1819,0,0,0,Medium,Low Floor
house, Agami Emerald,10,5,6,3,New Property,4950,1,0,0,Low,Mid Floor
flat, Anmol Apartment,0.32,2,2,1,Relatively New,601,0,0,0,Low,Mid Floor
flat, Ashish,1.05,3,3,2,Relatively New,1588,1,1,1,High,High Floor
house, Aashvi Heights,2.98,2,6,3+,Relatively New,1449,0,0,0,Medium,Mid Floor
flat," Sheth Beau Pride, Bandra",0.45,2,2,1,New Property,646,0,0,1,Low,Mid Floor
flat, Ajmera Iland,4.8,3,4,3+,New Property,2895,0,0,0,Medium,High Floor
house, Alfa Mana A M Residency,12,4,4,3+,Relatively New,3240,1,1,1,High,Mid Floor
flat, Adinath Saanvi Heights,0.86,3,3,3,Moderately Old,1234,0,0,1,Medium,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.36,2,2,2,New Property,717,0,0,0,Medium,Mid Floor
house, Ajmera Midtown,2.9,4,4,3,Relatively New,2500,1,0,1,Low,Low Floor
flat, Atlantic heritage,6.75,4,6,3+,Moderately Old,2455,1,0,1,Medium,High Floor
flat, Aristocrat Jai Savitri CHSL,0.32,2,2,1,Relatively New,563,0,0,2,Low,Mid Floor
house, Ace Homes,5,9,9,3+,Relatively New,2367,0,0,1,Medium,Mid Floor
flat, Piramal Mahalaxmi,2.2,3,4,3+,Relatively New,1186,1,0,1,Low,High Floor
flat, Arkade Earth,3.6,4,5,3,Moderately Old,3356,1,0,2,Low,Mid Floor
house, Aquarius Taurus Apartments,1.5,3,3,2,New Property,2385,0,0,0,Low,Low Floor
flat, Ashwamedh Atlantis,1.79,4,3,3+,Moderately Old,2461,0,0,0,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.28,3,3,2,Under Construction,1611,0,0,0,Medium,Mid Floor
house, Acharya Aashram,2.4,4,4,3,Moderately Old,900,0,1,1,Low,Mid Floor
flat," Lodha Allura, Worli",0.9,2,2,2,Relatively New,1275,0,0,0,Low,Mid Floor
house, Arihant Aloki Phase 1,0.95,2,1,1,New Property,450,0,0,0,Low,Mid Floor
flat, Arkade Earth,2.64,3,4,3+,Moderately Old,2252,1,0,1,Medium,Low Floor
house, Ajmera Yogi Hills,15,5,5,3+,Moderately Old,4500,1,0,1,Low,Mid Floor
house, Prestige Jasdan Classic,8.1,5,5,2,Old Property,2295,0,0,0,Low,Mid Floor
flat, Ashford Royale,1.75,3,5,3,New Property,1527,1,0,0,Low,Mid Floor
house, Amidhara,6.8,4,4,3+,Old Property,2160,1,0,0,Medium,Low Floor
flat, ACME Ozone Phase 2,0.88,2,2,3,New Property,1232,0,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.68,4,4,2,Relatively New,1819,0,0,0,Medium,Low Floor
house, Ajmera Treon,0.5,2,3,2,Old Property,540,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",0.56,3,1,3,Moderately Old,1316,0,0,1,Medium,Low Floor
house, Ajmera Redwood Building,4.6,1,1,0,Old Property,2250,0,0,0,Low,Low Floor
flat, Arihant Anmol Phase II,1.19,2,3,1,Relatively New,1500,0,0,1,High,Low Floor
house, Adani The Views Delhi,0.35,2,2,1,Moderately Old,556,0,0,0,Low,Low Floor
house, Prestige Jasdan Classic,13.5,5,5,2,Moderately Old,4518,1,0,1,Medium,Low Floor
flat, Piramal Mahalaxmi,1.75,3,4,3+,Relatively New,1757,1,0,1,Medium,High Floor
flat, Ashar Sapphire,2.51,3,3,3+,Under Construction,1696,0,0,0,Low,Low Floor
house, Agami Emerald,11.75,5,7,3+,Relatively New,5056,1,0,0,Medium,Mid Floor
flat, Ashish,1.15,3,3,1,Moderately Old,1607,0,0,1,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.45,2,2,2,Relatively New,664,0,1,1,Low,Mid Floor
flat, Shapoorji Pallonji Skyraa,2.28,4,5,3+,Relatively New,2515,0,0,0,Medium,Mid Floor
house, Atlanta CHS,11,5,6,3+,New Property,4050,1,0,1,High,Mid Floor
house, Ankur Apartments,4.25,5,5,3+,Relatively New,1350,1,0,1,Low,Mid Floor
house, Prestige Jasdan Classic,4.6,4,4,3+,Old Property,3771,0,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,0.87,2,2,3,Relatively New,1300,0,0,1,Medium,Mid Floor
flat, Agami Emerald,1.9,3,3,3+,New Property,2143,1,0,0,Medium,High Floor
flat, Aristocrat Jai Savitri CHSL,2,3,4,3+,New Property,1964,1,0,0,Low,Mid Floor
house, Aadinath Developers Prem Narayan Residency,4.5,2,8,3+,Relatively New,1350,1,1,1,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.4,3,3,2,Relatively New,1428,0,0,0,Medium,Low Floor
house, Amidhara,7.35,4,4,3+,Moderately Old,1760,1,0,1,Medium,Mid Floor
flat, Aadi Allure Wings A To E,2.4,3,3,2,Relatively New,1800,1,0,2,High,Mid Floor
flat, Birla Niyaara Worli,1.66,3,3,3+,New Property,1900,1,0,0,Medium,Mid Floor
flat, Ashish,1.42,3,3,2,Relatively New,1972,0,0,1,Medium,Low Floor
flat, Arkade Earth Hazel,0.74,2,2,1,Under Construction,1231,0,0,0,Low,High Floor
flat, Godrej Horizon Delhi,3.5,3,3,3,New Property,2282,1,0,1,High,High Floor
flat, Mahindra Happinest Kalyan,0.35,3,3,1,Old Property,905,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,0.95,3,3,3,Relatively New,1649,0,0,0,Medium,Mid Floor
flat, Hiranandani Garden Powai,7,4,3,2,Moderately Old,2488,1,0,0,Low,Mid Floor
flat, Atlanta Enclave,0.99,2,2,2,Relatively New,1126,0,0,0,Medium,Low Floor
flat, ANA Avant Garde Phase 1,1.86,3,3,3+,Moderately Old,2199,1,0,1,Medium,Mid Floor
flat, Apna Ghar,2.2,4,4,3+,Relatively New,3108,1,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.32,2,2,1,Relatively New,744.000768,0,0,0,Medium,Mid Floor
house, Atlanta CHS,8.49,3,3,2,Relatively New,2700,1,0,1,Low,Mid Floor
house, Ajmera Treon,0.75,2,4,3,Moderately Old,640,0,0,0,Low,Low Floor
flat, Agarwal Doshi Complex,1.4,3,3,2,Moderately Old,1958,0,0,1,Medium,Low Floor
flat, Arihant Residency,0.9,2,2,0,Relatively New,1295,0,0,0,Low,High Floor
flat, Shapoorji Pallonji Skyraa,2.1,2,2,2,Under Construction,1250,0,0,0,Medium,Mid Floor
flat, Atlanta Enclave,1.65,4,3,3,Relatively New,1765,1,0,0,Medium,Mid Floor
house, Birla Niyaara Worli,4.6,4,4,3+,Moderately Old,2610,1,1,0,Medium,Mid Floor
flat, Andheri Green Field Towers CHSL,1.8,4,4,3+,Moderately Old,2857,0,1,1,Medium,Mid Floor
house, Atlantic heritage,3.75,4,4,3,Moderately Old,1440,1,0,1,Low,Mid Floor
flat, Ambrosia,0.9,2,2,0,Relatively New,1259,0,0,0,Low,High Floor
flat, Godrej Horizon Delhi,1.42,2,2,2,Relatively New,1010,0,0,1,High,Mid Floor
flat, Anora Residency,1.05,3,3,3,Relatively New,1738,0,0,1,Medium,Mid Floor
flat, Amardeep Anutham,1.2,3,4,3+,Relatively New,1186,1,0,0,High,Mid Floor
flat, Ashar Sapphire,3.05,3,4,3,Relatively New,2150,1,0,0,High,Mid Floor
flat, Alfa Mana A M Residency,4.6,3,3,3,Relatively New,2882,1,1,1,Medium,High Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,1.5,4,5,3+,New Property,2135,1,0,0,Low,Mid Floor
house, Aayush Poornima,0.85,1,5,3+,New Property,600,0,0,0,Low,Mid Floor
house, Agami Emerald,8,6,5,3+,Relatively New,4500,0,0,0,Low,Mid Floor
flat, Ashford Royale,1.8,3,3,3+,New Property,1765,0,0,1,Low,Mid Floor
house, Ajmera Redwood Building,3.4,3,3,3,Old Property,2250,0,0,0,Low,Low Floor
flat, Ambrosia,2.63,4,4,3+,Relatively New,2953,1,0,1,High,High Floor
flat, Hiranandani Garden Powai,1.35,2,2,2,Moderately Old,1109,0,0,0,Low,Low Floor
flat, Ashar Edge,3.6,4,4,3,Moderately Old,2580,1,0,1,Medium,Mid Floor
flat, Ajmera Midtown,0.55,2,2,1,Moderately Old,995,0,0,1,Low,Low Floor
flat, Aditya Purnima Pride,0.3,2,2,1,Relatively New,750,0,0,0,Low,Low Floor
flat, Avanya,1.01,2,2,3+,New Property,1200,0,0,0,Medium,High Floor
flat," Sheth Beau Pride, Bandra",1.9,4,4,3+,Relatively New,1920,1,0,0,Low,Mid Floor
